TimeStamp,LinkNo,FromNode,Vol_00
01:30:00,782958730,49324106,12.407
01:30:00,782958730,851480604,2.614
01:30:00,782958731,311828030,2.356
01:30:00,782958731,851480605,1.042
01:30:00,782958732,49324106,1.044
01:30:00,782958732,851480605,2.358
01:30:00,782958733,311827507,1.576
01:30:00,782958733,851480606,1.021
01:30:00,782958734,49323822,1.021
01:30:00,782958734,851480606,1.576
01:30:00,782958735,851480607,12.611
01:30:00,782958736,311827413,12.698
01:30:00,783001007,49324096,1.013
01:30:00,783001007,851503878,13.139
01:30:00,783001008,49324131,13.140
01:30:00,783001008,851503878,1.010
01:30:00,783001009,49324097,2.072
01:30:00,783001009,851503879,4.617
01:30:00,783001010,49324096,4.631
01:30:00,783001010,851503879,2.073
01:30:00,783876810,49324479,0.009
01:30:00,783876810,852096018,0.000
01:30:00,783876811,852096017,0.000
01:30:00,783876811,852096018,0.009
01:30:00,839235738,49324106,1.576
01:30:00,839235738,847348588,1.021
01:30:00,848890532,49324401,0.423
01:30:00,848890533,897033197,0.423
01:30:00,848890595,897033231,10.727
01:35:00,24016139,49324473,0.739
01:35:00,24016139,49324474,0.646
01:35:00,24016573,49329347,26.911
01:35:00,24016573,49329368,13.577
01:35:00,24016600,49324470,0.054
01:35:00,24016600,49329347,0.394
01:35:00,24016914,49324428,108.000
01:35:00,24016926,49324458,0.053
01:35:00,24016926,49324470,0.377
01:35:00,24017129,49329346,27.394
01:35:00,24017129,49329347,13.634
01:35:00,24017204,49324304,0.370
01:35:00,24017204,49324305,0.595
01:35:00,24017272,49324435,0.053
01:35:00,24017272,49324458,0.376
01:35:00,24017492,49329345,27.428
01:35:00,24017492,49329346,13.633
01:35:00,24017540,49329345,13.074
01:35:00,24017564,49324468,0.381
01:35:00,24017611,49324288,2.366
01:35:00,24017611,49324304,1.873
01:35:00,24017634,49324466,0.381
01:35:00,24017829,49329353,2.750
01:35:00,24018652,49329320,13.698
01:35:00,24018652,49329321,8.584
01:35:00,24019096,49324281,2.367
01:35:00,24019096,49324282,1.873
01:35:00,24019162,49324436,0.157
01:35:00,24019738,49323821,1.619
01:35:00,24019738,49323825,1.020
01:35:00,24019909,49323821,1.020
01:35:00,24019909,49323822,1.620
01:35:00,24020234,49329252,1.070
01:35:00,24020234,49329315,5.329
01:35:00,24020640,49329251,1.099
01:35:00,24020640,49329252,5.303
01:35:00,24020846,49323799,99.988
01:35:00,24020915,49329242,1.096
01:35:00,24020915,49329251,5.291
01:35:00,24020980,49324215,11.836
01:35:00,24021296,49329241,1.093
01:35:00,24021296,49329242,5.281
01:35:00,24021305,49324270,0.023
01:35:00,24021305,49324271,23.268
01:35:00,24021315,49324213,11.837
01:35:00,24021499,49329240,0.114
01:35:00,24021499,49329241,0.049
01:35:00,24021695,49324207,2.447
01:35:00,24021947,49329235,0.114
01:35:00,24021947,49329240,0.048
01:35:00,24021955,49324206,2.445
01:35:00,24022320,49324191,12.561
01:35:00,24057810,49324278,0.000
01:35:00,24057810,49329252,0.032
01:35:00,24150095,49324195,1.448
01:35:00,24150096,49324193,2.866
01:35:00,24168944,49324472,0.740
01:35:00,24168944,49324473,0.646
01:35:00,24562381,49324276,0.000
01:35:00,24562382,49324277,0.000
01:35:00,24562510,49324279,0.000
01:35:00,24562512,49324273,0.353
01:35:00,24562512,49329236,0.322
01:35:00,24562513,49324270,0.353
01:35:00,24562513,49324273,0.323
01:35:00,24562535,49329250,0.000
01:35:00,24562536,49329251,0.000
01:35:00,24562763,49324435,0.375
01:35:00,24562763,49324472,0.053
01:35:00,28431889,49324201,33.950
01:35:00,28432257,49324468,12.690
01:35:00,28432261,49324456,0.032
01:35:00,28432263,49324217,0.002
01:35:00,28432291,49323792,6.000
01:35:00,28433356,49324297,0.079
01:35:00,28433356,49324359,5.813
01:35:00,28435195,19711795,1.873
01:35:00,28435195,19711796,2.367
01:35:00,28435196,19711795,2.366
01:35:00,28435196,49324288,1.873
01:35:00,121223088,19710152,64.153
01:35:00,121223230,49324309,0.228
01:35:00,121223320,49324211,10.742
01:35:00,121239465,49324317,1.632
01:35:00,121239471,289855015,0.184
01:35:00,121239472,289855613,20.000
01:35:00,121239488,289853986,61.174
01:35:00,121239630,49324247,14.882
01:35:00,121239631,49324208,14.874
01:35:00,121239632,49324208,19.091
01:35:00,121239638,49324245,19.100
01:35:00,121240114,49324296,0.231
01:35:00,121240115,289853629,0.234
01:35:00,121240117,49324127,11.777
01:35:00,126498950,49329343,28.306
01:35:00,126498950,49329345,2.936
01:35:00,126498966,49329353,48.458
01:35:00,126499072,49324305,0.370
01:35:00,126499072,49324472,0.596
01:35:00,126499377,49324454,0.032
01:35:00,126499379,289856050,19.108
01:35:00,126499382,49329340,2.761
01:35:00,126499383,49324252,0.000
01:35:00,126499384,49324359,0.002
01:35:00,126499385,49324140,10.782
01:35:00,126499386,49324359,0.277
01:35:00,126499386,49324401,5.797
01:35:00,126499387,49324116,61.957
01:35:00,126499392,289856107,21.243
01:35:00,126499408,49324261,8.720
01:35:00,126499410,49324401,0.277
01:35:00,126499410,49324436,5.771
01:35:00,126499411,289855312,2.843
01:35:00,126500948,49324118,3.431
01:35:00,128790842,49329337,28.347
01:35:00,128790842,49329343,2.936
01:35:00,128791440,289853627,11.030
01:35:00,128791462,49323825,1.619
01:35:00,128791462,311826648,1.020
01:35:00,128791463,49324281,1.020
01:35:00,128791463,311826648,1.618
01:35:00,128791616,311827412,52.601
01:35:00,128791617,49324146,52.719
01:35:00,128791618,49323802,24.507
01:35:00,128791619,311827412,11.659
01:35:00,128791621,49324151,88.000
01:35:00,128791638,311827508,11.830
01:35:00,128791639,289853631,11.802
01:35:00,128791653,49324106,3.433
01:35:00,128791654,297472865,3.432
01:35:00,128791783,297477330,12.430
01:35:00,128791785,49324096,2.526
01:35:00,128791785,311828030,0.927
01:35:00,128791786,297477330,0.115
01:35:00,128791788,49323798,5.983
01:35:00,128791809,289855014,1.632
01:35:00,128791810,289855015,1.448
01:35:00,128793611,49324464,12.687
01:35:00,128793612,311838391,15.000
01:35:00,128793615,49329338,48.654
01:35:00,128793618,311838392,14.944
01:35:00,128793629,311827414,87.737
01:35:00,128793632,289856106,64.103
01:35:00,128793633,289853017,63.956
01:35:00,128793992,49324096,13.053
01:35:00,128793993,311828032,13.201
01:35:00,128793994,311828030,0.147
01:35:00,128793995,311828033,5.966
01:35:00,128793996,311839829,5.949
01:35:00,128794008,49324131,1.205
01:35:00,128794008,311839916,13.140
01:35:00,128794009,49324190,13.139
01:35:00,128794009,311839916,1.201
01:35:00,128795193,49324474,7.054
01:35:00,128795193,311844406,3.039
01:35:00,128795224,49329315,13.694
01:35:00,128795224,311844511,8.550
01:35:00,128795225,49329320,8.567
01:35:00,128795225,311844511,13.696
01:35:00,128795865,49329321,28.389
01:35:00,128795865,49329337,2.936
01:35:00,128809329,49324116,12.779
01:35:00,128830501,49324383,0.216
01:35:00,128830502,311828077,0.216
01:35:00,135272366,49324262,0.311
01:35:00,135272367,49324261,3.112
01:35:00,706625767,289856107,66.209
01:35:00,706625768,704688059,75.012
01:35:00,706625769,289856109,74.675
01:35:00,735221078,49324401,8.260
01:35:00,735221079,818474164,8.686
01:35:00,756090723,49323802,75.186
01:35:00,756090724,833198425,74.975
01:35:00,776739769,49324214,10.750
01:35:00,776739770,847347728,10.757
01:35:00,776739772,847347730,58.146
01:35:00,776739773,49324315,57.777
01:35:00,776739774,847347731,0.227
01:35:00,776739775,847347732,0.225
01:35:00,776739776,847347733,0.224
01:35:00,776739777,49324315,0.223
01:35:00,776741319,311827507,1.020
01:35:00,776741319,847348588,1.622
01:35:00,776744125,49324282,2.367
01:35:00,776744125,847350090,1.873
01:35:00,776744126,19711796,1.873
01:35:00,776744126,847350090,2.367
01:35:00,782789782,49324297,5.813
01:35:00,782789782,851384241,0.079
01:35:00,782789783,49324281,0.079
01:35:00,782789783,851384241,5.813
01:35:00,782789795,851384248,11.833
01:35:00,782789796,49324252,11.835
01:35:00,782789797,851384249,11.834
01:35:00,782789798,49329315,0.427
01:35:00,782789798,851384250,12.240
01:35:00,782789799,49324436,0.454
01:35:00,782789799,851384250,5.794
01:35:00,782789817,851384260,1.879
01:35:00,782789818,49324190,1.879
01:35:00,782789823,851384263,0.002
01:35:00,782789824,49324216,0.002
01:35:00,782790512,851384259,21.002
01:35:00,782790513,851384597,20.941
01:35:00,782850807,49324213,15.015
01:35:00,782850807,851418942,1.191
01:35:00,782850808,49324190,1.198
01:35:00,782850808,851418943,15.016
01:35:00,782850809,851418942,15.016
01:35:00,782850809,851418943,1.194
01:35:00,782850810,49324213,0.378
01:35:00,782850810,851418944,23.592
01:35:00,782850811,49324270,23.592
01:35:00,782850811,851418944,0.377
01:35:00,782851681,49329236,0.353
01:35:00,782851681,851419396,0.321
01:35:00,782851682,49329241,0.320
01:35:00,782851682,851419396,0.352
01:35:00,782951717,49324450,21.126
01:35:00,782951718,851476729,21.064
01:35:00,782958729,311844404,2.616
01:35:00,782958729,851480604,11.913
01:35:00,782958730,49324106,11.890
01:35:00,782958730,851480604,2.615
01:35:00,782958731,311828030,2.467
01:35:00,782958731,851480605,1.017
01:35:00,782958732,49324106,1.016
01:35:00,782958732,851480605,2.465
01:35:00,782958733,311827507,1.621
01:35:00,782958733,851480606,1.020
01:35:00,782958734,49323822,1.020
01:35:00,782958734,851480606,1.621
01:35:00,782958735,851480607,11.748
01:35:00,782958736,311827413,11.689
01:35:00,783001007,49324096,1.219
01:35:00,783001007,851503878,13.142
01:35:00,783001008,49324131,13.140
01:35:00,783001008,851503878,1.215
01:35:00,783001009,49324097,2.155
01:35:00,783001009,851503879,5.346
01:35:00,783001010,49324096,5.358
01:35:00,783001010,851503879,2.154
01:35:00,783876810,49324479,0.009
01:35:00,783876810,852096018,0.000
01:35:00,783876811,852096017,0.000
01:35:00,783876811,852096018,0.009
01:35:00,839235738,49324106,1.623
01:35:00,839235738,847348588,1.020
01:35:00,848890532,49324401,0.431
01:35:00,848890533,897033197,0.431
01:35:00,848890595,897033231,10.288
01:40:00,24016139,49324473,0.760
01:40:00,24016139,49324474,0.652
01:40:00,24016573,49329347,28.011
01:40:00,24016573,49329368,13.590
01:40:00,24016600,49324470,0.054
01:40:00,24016600,49329347,0.411
01:40:00,24016914,49324428,96.000
01:40:00,24016926,49324458,0.054
01:40:00,24016926,49324470,0.393
01:40:00,24017129,49329346,28.490
01:40:00,24017129,49329347,13.650
01:40:00,24017204,49324304,0.371
01:40:00,24017204,49324305,0.601
01:40:00,24017272,49324435,0.054
01:40:00,24017272,49324458,0.392
01:40:00,24017492,49329345,28.505
01:40:00,24017492,49329346,13.651
01:40:00,24017540,49329345,13.184
01:40:00,24017564,49324468,0.384
01:40:00,24017611,49324288,2.375
01:40:00,24017611,49324304,1.880
01:40:00,24017634,49324466,0.384
01:40:00,24017829,49329353,3.425
01:40:00,24018652,49329320,13.549
01:40:00,24018652,49329321,9.046
01:40:00,24019096,49324281,2.376
01:40:00,24019096,49324282,1.879
01:40:00,24019162,49324436,0.159
01:40:00,24019738,49323821,1.664
01:40:00,24019738,49323825,1.022
01:40:00,24019909,49323821,1.022
01:40:00,24019909,49323822,1.665
01:40:00,24020234,49329252,0.968
01:40:00,24020234,49329315,5.638
01:40:00,24020640,49329251,0.999
01:40:00,24020640,49329252,5.629
01:40:00,24020846,49323799,100.170
01:40:00,24020915,49329242,1.001
01:40:00,24020915,49329251,5.625
01:40:00,24020980,49324215,12.047
01:40:00,24021296,49329241,1.002
01:40:00,24021296,49329242,5.622
01:40:00,24021305,49324270,0.026
01:40:00,24021305,49324271,23.268
01:40:00,24021315,49324213,12.054
01:40:00,24021499,49329240,0.114
01:40:00,24021499,49329241,0.052
01:40:00,24021695,49324207,2.360
01:40:00,24021947,49329235,0.114
01:40:00,24021947,49329240,0.052
01:40:00,24021955,49324206,2.362
01:40:00,24022320,49324191,12.954
01:40:00,24057810,49324278,0.000
01:40:00,24057810,49329252,0.029
01:40:00,24150095,49324195,1.204
01:40:00,24150096,49324193,3.299
01:40:00,24168944,49324472,0.760
01:40:00,24168944,49324473,0.652
01:40:00,24562381,49324276,0.000
01:40:00,24562382,49324277,0.000
01:40:00,24562510,49324279,0.000
01:40:00,24562512,49324273,0.393
01:40:00,24562512,49329236,0.293
01:40:00,24562513,49324270,0.394
01:40:00,24562513,49324273,0.293
01:40:00,24562535,49329250,0.000
01:40:00,24562536,49329251,0.000
01:40:00,24562763,49324435,0.392
01:40:00,24562763,49324472,0.054
01:40:00,28431889,49324201,32.676
01:40:00,28432257,49324468,12.799
01:40:00,28432261,49324456,0.032
01:40:00,28432263,49324217,0.002
01:40:00,28432291,49323792,8.000
01:40:00,28433356,49324297,0.079
01:40:00,28433356,49324359,5.813
01:40:00,28435195,19711795,1.879
01:40:00,28435195,19711796,2.376
01:40:00,28435196,19711795,2.375
01:40:00,28435196,49324288,1.879
01:40:00,121223088,19710152,70.558
01:40:00,121223230,49324309,0.223
01:40:00,121223320,49324211,10.368
01:40:00,121239465,49324317,1.313
01:40:00,121239471,289855015,0.149
01:40:00,121239472,289855613,19.000
01:40:00,121239488,289853986,62.777
01:40:00,121239630,49324247,14.297
01:40:00,121239631,49324208,14.304
01:40:00,121239632,49324208,18.359
01:40:00,121239638,49324245,18.352
01:40:00,121240114,49324296,0.223
01:40:00,121240115,289853629,0.223
01:40:00,121240117,49324127,13.299
01:40:00,126498950,49329343,29.370
01:40:00,126498950,49329345,2.941
01:40:00,126498966,49329353,60.350
01:40:00,126499072,49324305,0.371
01:40:00,126499072,49324472,0.601
01:40:00,126499377,49324454,0.032
01:40:00,126499379,289856050,18.344
01:40:00,126499382,49329340,3.413
01:40:00,126499383,49324252,0.000
01:40:00,126499384,49324359,0.002
01:40:00,126499385,49324140,10.332
01:40:00,126499386,49324359,0.249
01:40:00,126499386,49324401,5.800
01:40:00,126499387,49324116,62.690
01:40:00,126499392,289856107,22.546
01:40:00,126499408,49324261,8.856
01:40:00,126499410,49324401,0.251
01:40:00,126499410,49324436,5.773
01:40:00,126499411,289855312,3.324
01:40:00,126500948,49324118,3.435
01:40:00,128790842,49329337,29.385
01:40:00,128790842,49329343,2.941
01:40:00,128791440,289853627,10.543
01:40:00,128791462,49323825,1.663
01:40:00,128791462,311826648,1.022
01:40:00,128791463,49324281,1.022
01:40:00,128791463,311826648,1.662
01:40:00,128791616,311827412,60.775
01:40:00,128791617,49324146,60.601
01:40:00,128791618,49323802,24.633
01:40:00,128791619,311827412,13.471
01:40:00,128791621,49324151,93.000
01:40:00,128791638,311827508,13.221
01:40:00,128791639,289853631,13.261
01:40:00,128791653,49324106,3.433
01:40:00,128791654,297472865,3.434
01:40:00,128791783,297477330,12.403
01:40:00,128791785,49324096,2.565
01:40:00,128791785,311828030,0.978
01:40:00,128791786,297477330,0.115
01:40:00,128791788,49323798,7.966
01:40:00,128791809,289855014,1.319
01:40:00,128791810,289855015,1.175
01:40:00,128793611,49324464,12.798
01:40:00,128793612,311838391,15.000
01:40:00,128793615,49329338,60.137
01:40:00,128793618,311838392,15.000
01:40:00,128793629,311827414,92.912
01:40:00,128793632,289856106,74.479
01:40:00,128793633,289853017,74.695
01:40:00,128793992,49324096,13.018
01:40:00,128793993,311828032,13.172
01:40:00,128793994,311828030,0.153
01:40:00,128793995,311828033,7.933
01:40:00,128793996,311839829,7.899
01:40:00,128794008,49324131,1.588
01:40:00,128794008,311839916,13.118
01:40:00,128794009,49324190,13.118
01:40:00,128794009,311839916,1.581
01:40:00,128795193,49324474,7.074
01:40:00,128795193,311844406,3.072
01:40:00,128795224,49329315,13.550
01:40:00,128795224,311844511,9.035
01:40:00,128795225,49329320,9.040
01:40:00,128795225,311844511,13.549
01:40:00,128795865,49329321,29.400
01:40:00,128795865,49329337,2.941
01:40:00,128809329,49324116,12.930
01:40:00,128830501,49324383,0.184
01:40:00,128830502,311828077,0.185
01:40:00,135272366,49324262,0.316
01:40:00,135272367,49324261,3.161
01:40:00,706625767,289856107,70.270
01:40:00,706625768,704688059,117.291
01:40:00,706625769,289856109,116.550
01:40:00,735221078,49324401,8.379
01:40:00,735221079,818474164,8.805
01:40:00,756090723,49323802,75.570
01:40:00,756090724,833198425,75.593
01:40:00,776739769,49324214,10.361
01:40:00,776739770,847347728,10.354
01:40:00,776739772,847347730,57.777
01:40:00,776739773,49324315,57.777
01:40:00,776739774,847347731,0.223
01:40:00,776739775,847347732,0.223
01:40:00,776739776,847347733,0.223
01:40:00,776739777,49324315,0.223
01:40:00,776741319,311827507,1.022
01:40:00,776741319,847348588,1.668
01:40:00,776744125,49324282,2.376
01:40:00,776744125,847350090,1.879
01:40:00,776744126,19711796,1.879
01:40:00,776744126,847350090,2.376
01:40:00,782789782,49324297,5.813
01:40:00,782789782,851384241,0.079
01:40:00,782789783,49324281,0.079
01:40:00,782789783,851384241,5.814
01:40:00,782789795,851384248,12.024
01:40:00,782789796,49324252,12.039
01:40:00,782789797,851384249,12.032
01:40:00,782789798,49329315,0.450
01:40:00,782789798,851384250,12.223
01:40:00,782789799,49324436,0.431
01:40:00,782789799,851384250,5.796
01:40:00,782789817,851384260,1.876
01:40:00,782789818,49324190,1.876
01:40:00,782789823,851384263,0.002
01:40:00,782789824,49324216,0.002
01:40:00,782790512,851384259,22.572
01:40:00,782790513,851384597,22.551
01:40:00,782850807,49324213,14.993
01:40:00,782850807,851418942,1.560
01:40:00,782850808,49324190,1.574
01:40:00,782850808,851418943,14.993
01:40:00,782850809,851418942,14.993
01:40:00,782850809,851418943,1.567
01:40:00,782850810,49324213,0.423
01:40:00,782850810,851418944,23.560
01:40:00,782850811,49324270,23.560
01:40:00,782850811,851418944,0.421
01:40:00,782851681,49329236,0.392
01:40:00,782851681,851419396,0.294
01:40:00,782851682,49329241,0.294
01:40:00,782851682,851419396,0.391
01:40:00,782951717,49324450,22.613
01:40:00,782951718,851476729,22.592
01:40:00,782958729,311844404,2.602
01:40:00,782958729,851480604,13.088
01:40:00,782958730,49324106,13.124
01:40:00,782958730,851480604,2.603
01:40:00,782958731,311828030,2.507
01:40:00,782958731,851480605,1.076
01:40:00,782958732,49324106,1.078
01:40:00,782958732,851480605,2.507
01:40:00,782958733,311827507,1.667
01:40:00,782958733,851480606,1.022
01:40:00,782958734,49323822,1.022
01:40:00,782958734,851480606,1.666
01:40:00,782958735,851480607,13.341
01:40:00,782958736,311827413,13.428
01:40:00,783001007,49324096,1.616
01:40:00,783001007,851503878,13.117
01:40:00,783001008,49324131,13.118
01:40:00,783001008,851503878,1.609
01:40:00,783001009,49324097,2.082
01:40:00,783001009,851503879,6.817
01:40:00,783001010,49324096,6.843
01:40:00,783001010,851503879,2.083
01:40:00,783876810,49324479,0.009
01:40:00,783876810,852096018,0.000
01:40:00,783876811,852096017,0.000
01:40:00,783876811,852096018,0.009
01:40:00,839235738,49324106,1.668
01:40:00,839235738,847348588,1.022
01:40:00,848890532,49324401,0.438
01:40:00,848890533,897033197,0.437
01:40:00,848890595,897033231,10.982
01:45:00,24016139,49324473,0.739
01:45:00,24016139,49324474,0.648
01:45:00,24016573,49329347,25.854
01:45:00,24016573,49329368,13.575
01:45:00,24016600,49324470,0.054
01:45:00,24016600,49329347,0.379
01:45:00,24016914,49324428,96.000
01:45:00,24016926,49324458,0.053
01:45:00,24016926,49324470,0.364
01:45:00,24017129,49329346,26.207
01:45:00,24017129,49329347,13.633
01:45:00,24017204,49324304,0.371
01:45:00,24017204,49324305,0.598
01:45:00,24017272,49324435,0.053
01:45:00,24017272,49324458,0.366
01:45:00,24017492,49329345,26.151
01:45:00,24017492,49329346,13.633
01:45:00,24017540,49329345,12.957
01:45:00,24017564,49324468,0.378
01:45:00,24017611,49324288,2.373
01:45:00,24017611,49324304,1.876
01:45:00,24017634,49324466,0.378
01:45:00,24017829,49329353,2.751
01:45:00,24018652,49329320,13.717
01:45:00,24018652,49329321,7.999
01:45:00,24019096,49324281,2.372
01:45:00,24019096,49324282,1.877
01:45:00,24019162,49324436,0.158
01:45:00,24019738,49323821,1.628
01:45:00,24019738,49323825,1.021
01:45:00,24019909,49323821,1.021
01:45:00,24019909,49323822,1.627
01:45:00,24020234,49329252,1.051
01:45:00,24020234,49329315,5.039
01:45:00,24020640,49329251,1.083
01:45:00,24020640,49329252,5.072
01:45:00,24020846,49323799,83.482
01:45:00,24020915,49329242,1.084
01:45:00,24020915,49329251,5.088
01:45:00,24020980,49324215,11.934
01:45:00,24021296,49329241,1.085
01:45:00,24021296,49329242,5.102
01:45:00,24021305,49324270,0.024
01:45:00,24021305,49324271,23.268
01:45:00,24021315,49324213,11.928
01:45:00,24021499,49329240,0.114
01:45:00,24021499,49329241,0.047
01:45:00,24021695,49324207,2.426
01:45:00,24021947,49329235,0.114
01:45:00,24021947,49329240,0.048
01:45:00,24021955,49324206,2.426
01:45:00,24022320,49324191,11.135
01:45:00,24057810,49324278,0.000
01:45:00,24057810,49329252,0.032
01:45:00,24150095,49324195,1.880
01:45:00,24150096,49324193,2.877
01:45:00,24168944,49324472,0.739
01:45:00,24168944,49324473,0.648
01:45:00,24562381,49324276,0.000
01:45:00,24562382,49324277,0.000
01:45:00,24562510,49324279,0.000
01:45:00,24562512,49324273,0.375
01:45:00,24562512,49329236,0.317
01:45:00,24562513,49324270,0.374
01:45:00,24562513,49324273,0.317
01:45:00,24562535,49329250,0.000
01:45:00,24562536,49329251,0.000
01:45:00,24562763,49324435,0.367
01:45:00,24562763,49324472,0.053
01:45:00,28431889,49324201,33.327
01:45:00,28432257,49324468,12.585
01:45:00,28432261,49324456,0.032
01:45:00,28432263,49324217,0.002
01:45:00,28432291,49323792,6.000
01:45:00,28433356,49324297,0.079
01:45:00,28433356,49324359,5.818
01:45:00,28435195,19711795,1.877
01:45:00,28435195,19711796,2.372
01:45:00,28435196,19711795,2.372
01:45:00,28435196,49324288,1.876
01:45:00,121223088,19710152,74.416
01:45:00,121223230,49324309,0.405
01:45:00,121223320,49324211,10.654
01:45:00,121239465,49324317,2.252
01:45:00,121239471,289855015,0.250
01:45:00,121239472,289855613,18.000
01:45:00,121239488,289853986,53.682
01:45:00,121239630,49324247,14.593
01:45:00,121239631,49324208,14.594
01:45:00,121239632,49324208,18.731
01:45:00,121239638,49324245,18.730
01:45:00,121240114,49324296,0.397
01:45:00,121240115,289853629,0.389
01:45:00,121240117,49324127,14.051
01:45:00,126498950,49329343,27.023
01:45:00,126498950,49329345,2.936
01:45:00,126498966,49329353,48.474
01:45:00,126499072,49324305,0.371
01:45:00,126499072,49324472,0.597
01:45:00,126499377,49324454,0.032
01:45:00,126499379,289856050,18.729
01:45:00,126499382,49329340,2.763
01:45:00,126499383,49324252,0.000
01:45:00,126499384,49324359,0.002
01:45:00,126499385,49324140,10.648
01:45:00,126499386,49324359,0.327
01:45:00,126499386,49324401,5.798
01:45:00,126499387,49324116,52.813
01:45:00,126499392,289856107,17.910
01:45:00,126499408,49324261,8.811
01:45:00,126499410,49324401,0.323
01:45:00,126499410,49324436,5.771
01:45:00,126499411,289855312,2.852
01:45:00,126500948,49324118,3.397
01:45:00,128790842,49329337,26.969
01:45:00,128790842,49329343,2.936
01:45:00,128791440,289853627,11.032
01:45:00,128791462,49323825,1.630
01:45:00,128791462,311826648,1.021
01:45:00,128791463,49324281,1.021
01:45:00,128791463,311826648,1.631
01:45:00,128791616,311827412,63.496
01:45:00,128791617,49324146,63.472
01:45:00,128791618,49323802,20.603
01:45:00,128791619,311827412,14.075
01:45:00,128791621,49324151,73.000
01:45:00,128791638,311827508,14.040
01:45:00,128791639,289853631,14.046
01:45:00,128791653,49324106,3.398
01:45:00,128791654,297472865,3.398
01:45:00,128791783,297477330,12.412
01:45:00,128791785,49324096,2.446
01:45:00,128791785,311828030,1.017
01:45:00,128791786,297477330,0.115
01:45:00,128791788,49323798,6.034
01:45:00,128791809,289855014,2.235
01:45:00,128791810,289855015,1.968
01:45:00,128793611,49324464,12.590
01:45:00,128793612,311838391,29.000
01:45:00,128793615,49329338,48.687
01:45:00,128793618,311838392,28.740
01:45:00,128793629,311827414,73.351
01:45:00,128793632,289856106,77.603
01:45:00,128793633,289853017,77.633
01:45:00,128793992,49324096,13.027
01:45:00,128793993,311828032,13.182
01:45:00,128793994,311828030,0.155
01:45:00,128793995,311828033,6.068
01:45:00,128793996,311839829,6.102
01:45:00,128794008,49324131,1.288
01:45:00,128794008,311839916,13.132
01:45:00,128794009,49324190,13.132
01:45:00,128794009,311839916,1.295
01:45:00,128795193,49324474,7.055
01:45:00,128795193,311844406,3.044
01:45:00,128795224,49329315,13.724
01:45:00,128795224,311844511,8.044
01:45:00,128795225,49329320,8.021
01:45:00,128795225,311844511,13.721
01:45:00,128795865,49329321,26.915
01:45:00,128795865,49329337,2.936
01:45:00,128809329,49324116,10.893
01:45:00,128830501,49324383,0.274
01:45:00,128830502,311828077,0.272
01:45:00,135272366,49324262,0.315
01:45:00,135272367,49324261,3.145
01:45:00,706625767,289856107,55.822
01:45:00,706625768,704688059,58.085
01:45:00,706625769,289856109,59.145
01:45:00,735221078,49324401,8.359
01:45:00,735221079,818474164,8.806
01:45:00,756090723,49323802,63.206
01:45:00,756090724,833198425,63.441
01:45:00,776739769,49324214,10.653
01:45:00,776739770,847347728,10.652
01:45:00,776739772,847347730,107.615
01:45:00,776739773,49324315,108.582
01:45:00,776739774,847347731,0.409
01:45:00,776739775,847347732,0.412
01:45:00,776739776,847347733,0.415
01:45:00,776739777,49324315,0.418
01:45:00,776741319,311827507,1.022
01:45:00,776741319,847348588,1.624
01:45:00,776744125,49324282,2.372
01:45:00,776744125,847350090,1.877
01:45:00,776744126,19711796,1.877
01:45:00,776744126,847350090,2.372
01:45:00,782789782,49324297,5.818
01:45:00,782789782,851384241,0.079
01:45:00,782789783,49324281,0.079
01:45:00,782789783,851384241,5.818
01:45:00,782789795,851384248,11.951
01:45:00,782789796,49324252,11.940
01:45:00,782789797,851384249,11.945
01:45:00,782789798,49329315,0.405
01:45:00,782789798,851384250,12.273
01:45:00,782789799,49324436,0.499
01:45:00,782789799,851384250,5.793
01:45:00,782789817,851384260,1.878
01:45:00,782789818,49324190,1.878
01:45:00,782789823,851384263,0.002
01:45:00,782789824,49324216,0.002
01:45:00,782790512,851384259,18.599
01:45:00,782790513,851384597,18.681
01:45:00,782850807,49324213,15.009
01:45:00,782850807,851418942,1.316
01:45:00,782850808,49324190,1.302
01:45:00,782850808,851418943,15.009
01:45:00,782850809,851418942,15.009
01:45:00,782850809,851418943,1.309
01:45:00,782850810,49324213,0.395
01:45:00,782850810,851418944,23.584
01:45:00,782850811,49324270,23.585
01:45:00,782850811,851418944,0.397
01:45:00,782851681,49329236,0.375
01:45:00,782851681,851419396,0.317
01:45:00,782851682,49329241,0.318
01:45:00,782851682,851419396,0.376
01:45:00,782951717,49324450,18.434
01:45:00,782951718,851476729,18.516
01:45:00,782958729,311844404,2.591
01:45:00,782958729,851480604,13.901
01:45:00,782958730,49324106,13.905
01:45:00,782958730,851480604,2.591
01:45:00,782958731,311828030,2.393
01:45:00,782958731,851480605,1.117
01:45:00,782958732,49324106,1.118
01:45:00,782958732,851480605,2.396
01:45:00,782958733,311827507,1.625
01:45:00,782958733,851480606,1.022
01:45:00,782958734,49323822,1.022
01:45:00,782958734,851480606,1.626
01:45:00,782958735,851480607,14.057
01:45:00,782958736,311827413,14.069
01:45:00,783001007,49324096,1.260
01:45:00,783001007,851503878,13.132
01:45:00,783001008,49324131,13.132
01:45:00,783001008,851503878,1.267
01:45:00,783001009,49324097,2.045
01:45:00,783001009,851503879,5.622
01:45:00,783001010,49324096,5.597
01:45:00,783001010,851503879,2.046
01:45:00,783876810,49324479,0.009
01:45:00,783876810,852096018,0.000
01:45:00,783876811,852096017,0.000
