TimeStamp,LinkNo,FromNode,Vol_00
00:05:00,782958733,851480606,2.729
00:05:00,782958734,49323822,2.794
00:05:00,782958734,851480606,4.441
00:05:00,782958735,851480607,6.216
00:05:00,782958736,311827413,6.505
00:05:00,783001007,49324096,4.420
00:05:00,783001007,851503878,8.088
00:05:00,783001008,49324131,8.641
00:05:00,783001008,851503878,4.340
00:05:00,783001009,49324097,2.227
00:05:00,783001009,851503879,6.081
00:05:00,783001010,49324096,6.213
00:05:00,783001010,851503879,2.176
00:05:00,783876810,49324479,0.009
00:05:00,783876810,852096018,0.001
00:05:00,783876811,852096017,0.001
00:05:00,783876811,852096018,0.009
00:05:00,839235738,49324106,4.752
00:05:00,839235738,847348588,2.598
00:05:00,848890532,49324401,0.347
00:05:00,848890533,897033197,0.336
00:05:00,848890595,897033231,9.356
00:10:00,24016139,49324473,0.836
00:10:00,24016139,49324474,0.649
00:10:00,24016573,49329347,18.771
00:10:00,24016573,49329368,10.794
00:10:00,24016600,49324470,0.222
00:10:00,24016600,49329347,0.276
00:10:00,24016914,49324428,129.912
00:10:00,24016926,49324458,0.054
00:10:00,24016926,49324470,0.264
00:10:00,24017129,49329346,19.102
00:10:00,24017129,49329347,11.136
00:10:00,24017204,49324304,0.577
00:10:00,24017204,49324305,0.596
00:10:00,24017272,49324435,0.054
00:10:00,24017272,49324458,0.263
00:10:00,24017492,49329345,19.119
00:10:00,24017492,49329346,11.106
00:10:00,24017540,49329345,16.176
00:10:00,24017564,49324468,0.520
00:10:00,24017611,49324288,2.413
00:10:00,24017611,49324304,2.060
00:10:00,24017634,49324466,0.519
00:10:00,24017829,49329353,10.190
00:10:00,24018652,49329320,18.558
00:10:00,24018652,49329321,19.015
00:10:00,24019096,49324281,2.409
00:10:00,24019096,49324282,2.057
00:10:00,24019162,49324436,0.135
00:10:00,24019738,49323821,5.679
00:10:00,24019738,49323825,3.921
00:10:00,24019909,49323821,3.920
00:10:00,24019909,49323822,5.670
00:10:00,24020234,49329252,1.464
00:10:00,24020234,49329315,3.472
00:10:00,24020640,49329251,1.523
00:10:00,24020640,49329252,3.467
00:10:00,24020846,49323799,147.944
00:10:00,24020915,49329242,1.537
00:10:00,24020915,49329251,3.464
00:10:00,24020980,49324215,13.138
00:10:00,24021296,49329241,1.551
00:10:00,24021296,49329242,3.462
00:10:00,24021305,49324270,0.028
00:10:00,24021305,49324271,22.472
00:10:00,24021315,49324213,13.115
00:10:00,24021499,49329240,0.059
00:10:00,24021499,49329241,0.094
00:10:00,24021695,49324207,1.330
00:10:00,24021947,49329235,0.059
00:10:00,24021947,49329240,0.095
00:10:00,24021955,49324206,1.335
00:10:00,24022320,49324191,4.461
00:10:00,24057810,49324278,0.000
00:10:00,24057810,49329252,0.044
00:10:00,24150095,49324195,3.508
00:10:00,24150096,49324193,10.005
00:10:00,24168944,49324472,0.836
00:10:00,24168944,49324473,0.648
00:10:00,24562381,49324276,0.000
00:10:00,24562382,49324277,0.000
00:10:00,24562510,49324279,0.000
00:10:00,24562512,49324273,0.437
00:10:00,24562512,49329236,0.583
00:10:00,24562513,49324270,0.434
00:10:00,24562513,49324273,0.578
00:10:00,24562535,49329250,0.000
00:10:00,24562536,49329251,0.000
00:10:00,24562763,49324435,0.263
00:10:00,24562763,49324472,0.054
00:10:00,28431889,49324201,36.811
00:10:00,28432257,49324468,15.626
00:10:00,28432261,49324456,0.044
00:10:00,28432263,49324217,0.003
00:10:00,28432291,49323792,7.000
00:10:00,28433356,49324297,0.892
00:10:00,28433356,49324359,1.230
00:10:00,28435195,19711795,2.059
00:10:00,28435195,19711796,2.411
00:10:00,28435196,19711795,2.412
00:10:00,28435196,49324288,2.059
00:10:00,121223088,19710152,106.507
00:10:00,121223230,49324309,0.681
00:10:00,121223320,49324211,9.124
00:10:00,121239465,49324317,3.540
00:10:00,121239471,289855015,0.131
00:10:00,121239472,289855613,30.000
00:10:00,121239488,289853986,90.955
00:10:00,121239630,49324247,16.984
00:10:00,121239631,49324208,17.084
00:10:00,121239632,49324208,19.543
00:10:00,121239638,49324245,19.442
00:10:00,121240114,49324296,0.694
00:10:00,121240115,289853629,0.000
00:10:00,121240117,49324127,8.411
00:10:00,126498950,49329343,21.708
00:10:00,126498950,49329345,1.373
00:10:00,126498966,49329353,89.633
00:10:00,126499072,49324305,0.577
00:10:00,126499072,49324472,0.597
00:10:00,126499377,49324454,0.043
00:10:00,126499379,289856050,19.341
00:10:00,126499382,49329340,10.172
00:10:00,126499383,49324252,0.000
00:10:00,126499384,49324359,0.003
00:10:00,126499385,49324140,0.000
00:10:00,126499386,49324359,0.929
00:10:00,126499386,49324401,1.226
00:10:00,126499387,49324116,90.826
00:10:00,126499392,289856107,21.306
00:10:00,126499408,49324261,9.343
00:10:00,126499410,49324401,0.928
00:10:00,126499410,49324436,1.198
00:10:00,126499411,289855312,10.042
00:10:00,126500948,49324118,3.001
00:10:00,128790842,49329337,21.733
00:10:00,128790842,49329343,1.370
00:10:00,128791440,289853627,0.000
00:10:00,128791462,49323825,5.687
00:10:00,128791462,311826648,3.921
00:10:00,128791463,49324281,3.922
00:10:00,128791463,311826648,5.695
00:10:00,128791616,311827412,107.719
00:10:00,128791617,49324146,107.439
00:10:00,128791618,49323802,52.781
00:10:00,128791619,311827412,8.507
00:10:00,128791621,49324151,142.000
00:10:00,128791638,311827508,8.367
00:10:00,128791639,289853631,8.390
00:10:00,128791653,49324106,3.058
00:10:00,128791654,297472865,3.031
00:10:00,128791783,297477330,11.970
00:10:00,128791785,49324096,5.483
00:10:00,128791785,311828030,4.462
00:10:00,128791786,297477330,0.038
00:10:00,128791788,49323798,7.085
00:10:00,128791809,289855014,3.553
00:10:00,128791810,289855015,3.435
00:10:00,128793611,49324464,15.596
00:10:00,128793612,311838391,28.000
00:10:00,128793615,49329338,89.476
00:10:00,128793618,311838392,27.852
00:10:00,128793629,311827414,141.927
00:10:00,128793632,289856106,116.554
00:10:00,128793633,289853017,116.862
00:10:00,128793992,49324096,11.086
00:10:00,128793993,311828032,12.639
00:10:00,128793994,311828030,1.558
00:10:00,128793995,311828033,7.169
00:10:00,128793996,311839829,7.253
00:10:00,128794008,49324131,3.030
00:10:00,128794008,311839916,11.262
00:10:00,128794009,49324190,11.264
00:10:00,128794009,311839916,3.067
00:10:00,128795193,49324474,7.927
00:10:00,128795193,311844406,2.194
00:10:00,128795224,49329315,18.604
00:10:00,128795224,311844511,18.992
00:10:00,128795225,49329320,19.004
00:10:00,128795225,311844511,18.581
00:10:00,128795865,49329321,21.758
00:10:00,128795865,49329337,1.367
00:10:00,128809329,49324116,4.453
00:10:00,128830501,49324383,0.043
00:10:00,128830502,311828077,0.043
00:10:00,135272366,49324262,0.389
00:10:00,135272367,49324261,3.887
00:10:00,706625767,289856107,120.542
00:10:00,706625768,704688059,124.481
00:10:00,706625769,289856109,124.510
00:10:00,735221078,49324401,8.887
00:10:00,735221079,818474164,9.400
00:10:00,756090723,49323802,95.215
00:10:00,756090724,833198425,95.245
00:10:00,776739769,49324214,9.090
00:10:00,776739770,847347728,9.056
00:10:00,776739772,847347730,72.947
00:10:00,776739773,49324315,72.339
00:10:00,776739774,847347731,0.676
00:10:00,776739775,847347732,0.671
00:10:00,776739776,847347733,0.666
00:10:00,776739777,49324315,0.661
00:10:00,776741319,311827507,3.918
00:10:00,776741319,847348588,5.646
00:10:00,776744125,49324282,2.410
00:10:00,776744125,847350090,2.057
00:10:00,776744126,19711796,2.058
00:10:00,776744126,847350090,2.410
00:10:00,782789782,49324297,1.230
00:10:00,782789782,851384241,0.892
00:10:00,782789783,49324281,0.892
00:10:00,782789783,851384241,1.230
00:10:00,782789795,851384248,13.207
00:10:00,782789796,49324252,13.161
00:10:00,782789797,851384249,13.184
00:10:00,782789798,49329315,1.051
00:10:00,782789798,851384250,11.492
00:10:00,782789799,49324436,1.150
00:10:00,782789799,851384250,1.164
00:10:00,782789817,851384260,2.718
00:10:00,782789818,49324190,2.718
00:10:00,782789823,851384263,0.003
00:10:00,782789824,49324216,0.003
00:10:00,782790512,851384259,21.377
00:10:00,782790513,851384597,21.367
00:10:00,782850807,49324213,13.989
00:10:00,782850807,851418942,3.167
00:10:00,782850808,49324190,3.100
00:10:00,782850808,851418943,13.983
00:10:00,782850809,851418942,13.986
00:10:00,782850809,851418943,3.134
00:10:00,782850810,49324213,0.453
00:10:00,782850810,851418944,23.040
00:10:00,782850811,49324270,23.045
00:10:00,782850811,851418944,0.459
00:10:00,782851681,49329236,0.440
00:10:00,782851681,851419396,0.587
00:10:00,782851682,49329241,0.592
00:10:00,782851682,851419396,0.442
00:10:00,782951717,49324450,21.397
00:10:00,782951718,851476729,21.387
00:10:00,782958729,311844404,2.234
00:10:00,782958729,851480604,5.230
00:10:00,782958730,49324106,5.236
00:10:00,782958730,851480604,2.203
00:10:00,782958731,311828030,5.381
00:10:00,782958731,851480605,5.908
00:10:00,782958732,49324106,5.917
00:10:00,782958732,851480605,5.400
00:10:00,782958733,311827507,5.654
00:10:00,782958733,851480606,3.919
00:10:00,782958734,49323822,3.920
00:10:00,782958734,851480606,5.662
00:10:00,782958735,851480607,8.434
00:10:00,782958736,311827413,8.483
00:10:00,783001007,49324096,2.899
00:10:00,783001007,851503878,11.252
00:10:00,783001008,49324131,11.259
00:10:00,783001008,851503878,2.933
00:10:00,783001009,49324097,3.187
00:10:00,783001009,851503879,6.771
00:10:00,783001010,49324096,6.752
00:10:00,783001010,851503879,3.184
00:10:00,783876810,49324479,0.009
00:10:00,783876810,852096018,0.001
00:10:00,783876811,852096017,0.001
00:10:00,783876811,852096018,0.009
00:10:00,839235738,49324106,5.638
00:10:00,839235738,847348588,3.918
00:10:00,848890532,49324401,0.468
00:10:00,848890533,897033197,0.469
00:10:00,848890595,897033231,13.543
00:15:00,24016139,49324473,0.839
00:15:00,24016139,49324474,0.660
00:15:00,24016573,49329347,18.497
00:15:00,24016573,49329368,11.259
00:15:00,24016600,49324470,0.224
00:15:00,24016600,49329347,0.272
00:15:00,24016914,49324428,113.333
00:15:00,24016926,49324458,0.056
00:15:00,24016926,49324470,0.261
00:15:00,24017129,49329346,18.763
00:15:00,24017129,49329347,11.646
00:15:00,24017204,49324304,0.580
00:15:00,24017204,49324305,0.609
00:15:00,24017272,49324435,0.056
00:15:00,24017272,49324458,0.262
00:15:00,24017492,49329345,18.732
00:15:00,24017492,49329346,11.648
00:15:00,24017540,49329345,16.596
00:15:00,24017564,49324468,0.535
00:15:00,24017611,49324288,2.429
00:15:00,24017611,49324304,2.074
00:15:00,24017634,49324466,0.535
