Link_ID,FromNode,ToNode,FromNodeXCoord,FromNodeYCoord,ToNodeXCoord,ToNodeYCoord
782958736,311827413,851480607,-118.157339989645,34.148900044585,-118.158810007445,34.148189985141
782958736,851480607,311827413,-118.158810007445,34.148189985141,-118.157339989645,34.148900044585
783001007,49324096,851503878,-118.160689955142,34.145739974861,-118.160129958712,34.145740038073
783001007,851503878,49324096,-118.160129958712,34.145740038073,-118.160689955142,34.145739974861
783001008,49324131,851503878,-118.157639960148,34.145740008129,-118.160129958712,34.145740038073
783001008,851503878,49324131,-118.160129958712,34.145740038073,-118.157639960148,34.145740008129
783001010,49324096,851503879,-118.160689955142,34.145739974861,-118.160490024362,34.145230002492
783001010,851503879,49324096,-118.160490024362,34.145230002492,-118.160689955142,34.145739974861
783876810,49324479,852096018,-118.153849948934,34.154499992070,-118.154239993649,34.154999980656
783876810,852096018,49324479,-118.154239993649,34.154999980656,-118.153849948934,34.154499992070
839235738,49324106,847348588,-118.161340021466,34.147359954837,-118.161389988300,34.147499982737
839235738,847348588,49324106,-118.161389988300,34.147499982737,-118.161340021466,34.147359954837
848890532,49324401,897033197,-118.154859995329,34.149610033838,-118.155237732586,34.150322690249
848890532,897033197,49324401,-118.155237732586,34.150322690249,-118.154859995329,34.149610033838
848890533,818474164,897033197,-118.155569959250,34.151109992063,-118.155237732586,34.150322690249
848890533,897033197,818474164,-118.155237732586,34.150322690249,-118.155569959250,34.151109992063
848890595,704688059,897033231,-118.154299999822,34.150210039426,-118.159691984774,34.147311597822
848890595,897033231,704688059,-118.159691984774,34.147311597822,-118.154299999822,34.150210039426
