lat,lon,count
42.2863,-83.7512,848
42.2863,-83.7511,826
42.2863,-83.751,687
42.2863,-83.7509,450
42.2863,-83.7508,368
42.2863,-83.7507,223
42.2863,-83.7506,109
42.2863,-83.7505,76
42.2863,-83.7504,13
42.2863,-83.75,2
42.2863,-83.7496,75
42.2863,-83.7495,6691
42.2863,-83.7494,3
42.2863,-83.7484,9
42.2863,-83.7483,9761
42.2863,-83.7482,9764
42.2863,-83.7481,95
42.2863,-83.7471,46
42.2863,-83.747,3261
42.2863,-83.7469,19
42.2863,-83.7459,1
42.2863,-83.7458,4339
42.2863,-83.7457,255
42.2863,-83.7456,7
42.2863,-83.7455,6
42.2863,-83.7454,60
42.2863,-83.7453,3591
42.2863,-83.7452,34342
42.2863,-83.7451,44271
42.2863,-83.745,20302
42.2863,-83.7449,495
42.2863,-83.7448,91
42.2863,-83.7447,12
42.2863,-83.7445,4
42.2863,-83.744,13
42.2863,-83.7439,3
42.2863,-83.7438,2857
42.2863,-83.7437,8454
42.2863,-83.7436,45475
42.2863,-83.7435,19486
42.2863,-83.7434,100
42.2863,-83.7433,1
42.2863,-83.7432,5
42.2863,-83.7431,13
42.2863,-83.743,14
42.2863,-83.7428,1
42.2864,-83.7521,25
42.2864,-83.752,41
42.2864,-83.7519,42
42.2864,-83.7518,57
42.2864,-83.7517,79
42.2864,-83.7516,75
42.2864,-83.7515,89
42.2864,-83.7514,108
42.2864,-83.7513,157
42.2864,-83.7512,239
42.2864,-83.7511,352
42.2864,-83.751,481
42.2864,-83.7509,566
42.2864,-83.7508,936
42.2864,-83.7507,1002
42.2864,-83.7506,1105
42.2864,-83.7505,1093
42.2864,-83.7504,1205
42.2864,-83.7503,1149
42.2864,-83.7502,1155
42.2864,-83.7501,1510
42.2864,-83.75,1042
42.2864,-83.7499,1658
42.2864,-83.7498,1385
42.2864,-83.7497,1520
42.2864,-83.7496,2143
42.2864,-83.7495,2281
42.2864,-83.7494,1500
42.2864,-83.7493,1175
42.2864,-83.7492,1145
42.2864,-83.7491,856
42.2864,-83.749,984
42.2864,-83.7489,1047
42.2864,-83.7488,993
42.2864,-83.7487,1109
42.2864,-83.7486,1538
42.2864,-83.7485,2149
42.2864,-83.7484,9184
42.2864,-83.7483,10178
42.2864,-83.7482,14557
42.2864,-83.7481,358
42.2864,-83.7475,2
42.2864,-83.7471,26
42.2864,-83.747,3741
42.2864,-83.7469,88
42.2864,-83.7458,1140
42.2864,-83.7457,3408
42.2864,-83.7456,10
42.2864,-83.7455,1
42.2864,-83.7454,8
42.2864,-83.7453,6
42.2864,-83.7452,15
42.2864,-83.7451,2539
42.2864,-83.745,26594
42.2864,-83.7449,44954
42.2864,-83.7448,33567
42.2864,-83.7447,2019
42.2864,-83.7446,143
42.2864,-83.7445,16
42.2864,-83.7444,3
42.2864,-83.7443,4
42.2864,-83.744,18
42.2864,-83.7438,32
42.2864,-83.7437,3631
42.2864,-83.7436,39337
42.2864,-83.7435,30697
42.2864,-83.7434,307
42.2864,-83.7433,6
42.2864,-83.7431,2
42.2864,-83.743,25
42.2864,-83.7429,10
42.2864,-83.7428,2
42.2865,-83.7505,1
42.2865,-83.7504,4
42.2865,-83.7503,4
42.2865,-83.7499,2
42.2865,-83.7496,2
42.2865,-83.7494,21
42.2865,-83.7493,22
42.2865,-83.7492,29
42.2865,-83.7491,30
42.2865,-83.749,35
42.2865,-83.7489,60
42.2865,-83.7488,105
42.2865,-83.7487,133
42.2865,-83.7486,193
42.2865,-83.7485,203
42.2865,-83.7484,605
42.2865,-83.7483,4683
42.2865,-83.7482,12651
42.2865,-83.7481,3782
42.2865,-83.7478,2
42.2865,-83.7476,2
42.2865,-83.7471,2
42.2865,-83.747,1886
42.2865,-83.7469,1706
42.2865,-83.7467,2
42.2865,-83.7458,9
42.2865,-83.7457,3167
42.2865,-83.7456,829
42.2865,-83.7455,1
42.2865,-83.7452,5
42.2865,-83.7451,7
42.2865,-83.745,2
42.2865,-83.7449,278
42.2865,-83.7448,15037
42.2865,-83.7447,42682
42.2865,-83.7446,34033
42.2865,-83.7445,4507
42.2865,-83.7444,139
42.2865,-83.7443,18
42.2865,-83.7442,5
42.2865,-83.7441,4
42.2865,-83.744,5
42.2865,-83.7439,9
42.2865,-83.7438,3
42.2865,-83.7437,91
42.2865,-83.7436,21114
42.2865,-83.7435,39172
42.2865,-83.7434,4866
42.2865,-83.7433,512
42.2865,-83.7432,41
42.2865,-83.7431,13
42.2865,-83.743,18
42.2865,-83.7428,6
42.2865,-83.7427,4
42.2866,-83.7524,10
42.2866,-83.7523,9
42.2866,-83.7507,2
42.2866,-83.7499,2
42.2866,-83.7484,8
42.2866,-83.7483,1030
42.2866,-83.7482,10439
42.2866,-83.7481,7334
42.2866,-83.748,31
42.2866,-83.7473,2
42.2866,-83.747,60
42.2866,-83.7469,3237
42.2866,-83.7468,121
42.2866,-83.7463,4
42.2866,-83.7457,32
42.2866,-83.7456,3440
42.2866,-83.7455,63
42.2866,-83.745,4
42.2866,-83.7449,7
42.2866,-83.7448,1
42.2866,-83.7447,190
42.2866,-83.7446,10543
42.2866,-83.7445,42939
42.2866,-83.7444,28570
42.2866,-83.7443,5991
42.2866,-83.7442,151
42.2866,-83.7441,8
42.2866,-83.7439,15
42.2866,-83.7437,38
42.2866,-83.7436,4555
42.2866,-83.7435,45398
42.2866,-83.7434,6538
42.2866,-83.7433,3307
42.2866,-83.7432,558
42.2866,-83.7431,530
42.2866,-83.743,526
42.2866,-83.7429,528
42.2866,-83.7428,469
42.2866,-83.7427,499
42.2866,-83.7426,472
42.2866,-83.7425,396
42.2866,-83.7424,492
42.2866,-83.7423,157
42.2867,-83.7525,519
42.2867,-83.7524,241
42.2867,-83.7523,10
42.2867,-83.7508,4
42.2867,-83.7502,2
42.2867,-83.7494,2
42.2867,-83.7484,8
42.2867,-83.7483,28
42.2867,-83.7482,9640
42.2867,-83.7481,9325
42.2867,-83.748,1261
42.2867,-83.7477,2
42.2867,-83.7469,1507
42.2867,-83.7468,2129
42.2867,-83.7467,1
42.2867,-83.7459,2
42.2867,-83.7458,6
42.2867,-83.7457,4
42.2867,-83.7456,731
42.2867,-83.7455,2873
42.2867,-83.7454,8
42.2867,-83.7448,6
42.2867,-83.7447,7
42.2867,-83.7445,288
42.2867,-83.7444,8859
42.2867,-83.7443,41327
42.2867,-83.7442,36046
42.2867,-83.7441,7528
42.2867,-83.744,188
42.2867,-83.7439,18
42.2867,-83.7438,3
42.2867,-83.7437,18
42.2867,-83.7436,3119
42.2867,-83.7435,30761
42.2867,-83.7434,28185
42.2867,-83.7433,1710
42.2867,-83.7432,2906
42.2867,-83.7431,71
42.2867,-83.743,2
42.2867,-83.7429,16
42.2867,-83.7425,2
42.2867,-83.7424,6
42.2867,-83.7423,2
42.2867,-83.7422,2
42.2868,-83.7525,4100
42.2868,-83.7524,460
42.2868,-83.7523,16
42.2868,-83.7511,2
42.2868,-83.7508,2
42.2868,-83.7498,2
42.2868,-83.7496,2
42.2868,-83.7486,2
42.2868,-83.7483,18
42.2868,-83.7482,3913
42.2868,-83.7481,9864
42.2868,-83.748,8362
42.2868,-83.7479,6
42.2868,-83.7469,20
42.2868,-83.7468,3562
42.2868,-83.7467,425
42.2868,-83.7461,4
42.2868,-83.7458,2
42.2868,-83.7457,2
42.2868,-83.7455,2042
42.2868,-83.7454,1834
42.2868,-83.7453,5
42.2868,-83.7451,3
42.2868,-83.7446,7
42.2868,-83.7445,10
42.2868,-83.7444,5
42.2868,-83.7443,98
42.2868,-83.7442,7879
42.2868,-83.7441,36445
42.2868,-83.744,43869
42.2868,-83.7439,15189
42.2868,-83.7438,295
42.2868,-83.7437,46
42.2868,-83.7436,3037
42.2868,-83.7435,9525
42.2868,-83.7434,53271
42.2868,-83.7433,24861
42.2868,-83.7432,7979
42.2868,-83.7431,4555
42.2868,-83.743,95
42.2868,-83.7429,24
42.2868,-83.7428,6
42.2868,-83.7423,3
42.2868,-83.7422,6
42.2868,-83.7421,3
42.2869,-83.7526,32
42.2869,-83.7525,3809
42.2869,-83.7524,281
42.2869,-83.7523,9
42.2869,-83.7503,2
42.2869,-83.7483,9
42.2869,-83.7482,122
42.2869,-83.7481,8650
42.2869,-83.748,10681
42.2869,-83.7479,185
42.2869,-83.7468,534
42.2869,-83.7467,3062
42.2869,-83.7466,20
42.2869,-83.7458,3
42.2869,-83.7457,10
42.2869,-83.7456,2
42.2869,-83.7454,2470
42.2869,-83.7453,939
42.2869,-83.7452,3
42.2869,-83.7444,5
42.2869,-83.7443,8
42.2869,-83.7442,6
42.2869,-83.7441,19
42.2869,-83.744,3454
42.2869,-83.7439,28749
42.2869,-83.7438,41900
42.2869,-83.7437,21782
42.2869,-83.7436,5942
42.2869,-83.7435,19149
42.2869,-83.7434,9400
42.2869,-83.7433,53178
42.2869,-83.7432,3832
42.2869,-83.7431,4768
42.2869,-83.743,4241
42.2869,-83.7429,110
42.2869,-83.7428,15
42.2869,-83.7427,6
42.2869,-83.7424,2
42.287,-83.7526,31
42.287,-83.7525,3839
42.287,-83.7524,236
42.287,-83.7523,8
42.287,-83.751,4
42.287,-83.7498,2
42.287,-83.7494,2
42.287,-83.7486,3
42.287,-83.7482,17
42.287,-83.7481,3131
42.287,-83.748,11218
42.287,-83.7479,4850
42.287,-83.7478,3
42.287,-83.7475,2
42.287,-83.7468,3
42.287,-83.7467,2265
42.287,-83.7466,1344
42.287,-83.7464,4
42.287,-83.7454,18
42.287,-83.7453,2691
42.287,-83.7452,745
42.287,-83.7444,4
42.287,-83.7442,4
42.287,-83.7441,10
42.287,-83.744,5
42.287,-83.7439,15
42.287,-83.7438,1575
42.287,-83.7437,22530
42.287,-83.7436,50426
42.287,-83.7435,31361
42.287,-83.7434,6882
42.287,-83.7433,17405
42.287,-83.7432,46325
42.287,-83.7431,5429
42.287,-83.743,3975
42.287,-83.7429,5276
42.287,-83.7428,184
42.287,-83.7427,47
42.287,-83.7426,7
42.287,-83.7423,8
42.287,-83.7422,7
42.287,-83.7421,8
42.287,-83.742,19
42.2871,-83.7526,30
42.2871,-83.7525,3615
42.2871,-83.7524,178
42.2871,-83.7523,5
42.2871,-83.7503,2
42.2871,-83.7491,2
42.2871,-83.7482,8
42.2871,-83.7481,102
42.2871,-83.748,9374
42.2871,-83.7479,8169
42.2871,-83.7478,41
42.2871,-83.7474,4
42.2871,-83.7467,96
42.2871,-83.7466,3163
42.2871,-83.7465,87
42.2871,-83.7459,2
42.2871,-83.7458,4
42.2871,-83.7453,37
42.2871,-83.7452,3137
42.2871,-83.7451,35
42.2871,-83.7445,2
42.2871,-83.744,9
42.2871,-83.7439,11
42.2871,-83.7438,525
42.2871,-83.7437,3159
42.2871,-83.7436,2937
42.2871,-83.7435,11626
42.2871,-83.7434,42132
42.2871,-83.7433,43349
42.2871,-83.7432,22697
42.2871,-83.7431,45616
42.2871,-83.743,11941
42.2871,-83.7429,3663
42.2871,-83.7428,6237
42.2871,-83.7427,2051
42.2871,-83.7426,96
42.2871,-83.7425,29
42.2871,-83.7424,14
42.2871,-83.7423,11
42.2871,-83.7422,104
42.2871,-83.7421,1070
42.2871,-83.742,9145
42.2871,-83.7419,9450
42.2872,-83.7526,33
42.2872,-83.7525,4148
42.2872,-83.7524,189
42.2872,-83.7483,2
42.2872,-83.7482,5
42.2872,-83.7481,16
42.2872,-83.748,6145
42.2872,-83.7479,10896
42.2872,-83.7478,2012
42.2872,-83.7477,2
42.2872,-83.7473,2
42.2872,-83.7467,1
42.2872,-83.7466,1320
42.2872,-83.7465,2326
42.2872,-83.7464,5
42.2872,-83.7461,4
42.2872,-83.7458,2
42.2872,-83.7456,2
42.2872,-83.7452,2076
42.2872,-83.7451,2544
42.2872,-83.745,8
42.2872,-83.7448,2
42.2872,-83.7446,2
42.2872,-83.7444,2
42.2872,-83.7443,4
42.2872,-83.7441,9
42.2872,-83.744,569
42.2872,-83.7439,2151
42.2872,-83.7438,2287
42.2872,-83.7437,511
42.2872,-83.7436,1
42.2872,-83.7435,5
42.2872,-83.7434,83
42.2872,-83.7433,8201
42.2872,-83.7432,36628
42.2872,-83.7431,47261
42.2872,-83.743,56324
42.2872,-83.7429,36997
42.2872,-83.7428,5899
42.2872,-83.7427,10096
42.2872,-83.7426,19271
42.2872,-83.7425,1721
42.2872,-83.7424,606
42.2872,-83.7423,5473
42.2872,-83.7422,16900
42.2872,-83.7421,23716
42.2872,-83.742,13677
42.2872,-83.7419,1899
42.2873,-83.7529,55
42.2873,-83.7528,96
42.2873,-83.7527,601
42.2873,-83.7526,534
