lat,lon,count
42.28472,-83.74826,105
42.28472,-83.74825,161
42.28472,-83.74824,52
42.28472,-83.74823,32
42.28472,-83.74822,2
42.28472,-83.74714,10
42.28472,-83.74713,9
42.28472,-83.74712,78
42.28472,-83.74711,96
42.28472,-83.7471,53
42.28472,-83.74709,128
42.28472,-83.74708,178
42.28472,-83.74707,427
42.28472,-83.74706,943
42.28472,-83.74705,303
42.28472,-83.74704,116
42.28472,-83.74703,41
42.28472,-83.74702,25
42.28472,-83.74699,2
42.28472,-83.7466,3
42.28473,-83.7485,1
42.28473,-83.74844,4
42.28473,-83.74843,1
42.28473,-83.74842,7
42.28473,-83.74841,45
42.28473,-83.7484,54
42.28473,-83.74839,71
42.28473,-83.74838,71
42.28473,-83.74837,436
42.28473,-83.74836,345
42.28473,-83.74835,482
42.28473,-83.74834,411
42.28473,-83.74833,67
42.28473,-83.74832,39
42.28473,-83.74831,134
42.28473,-83.7483,318
42.28473,-83.74829,859
42.28473,-83.74828,2586
42.28473,-83.74827,530
42.28473,-83.74826,271
42.28473,-83.74825,312
42.28473,-83.74824,16
42.28473,-83.74823,9
42.28473,-83.74822,2
42.28473,-83.74821,1
42.28473,-83.74714,14
42.28473,-83.74713,14
42.28473,-83.74712,106
42.28473,-83.74711,122
42.28473,-83.7471,91
42.28473,-83.74709,217
42.28473,-83.74708,390
42.28473,-83.74707,603
42.28473,-83.74706,1580
42.28473,-83.74705,508
42.28473,-83.74704,210
42.28473,-83.74703,81
42.28473,-83.74702,60
42.28473,-83.74701,8
42.28473,-83.747,7
42.28473,-83.74699,6
42.28473,-83.7466,4
42.28474,-83.7485,1
42.28474,-83.74844,1
42.28474,-83.74843,4
42.28474,-83.74842,6
42.28474,-83.74841,43
42.28474,-83.7484,55
42.28474,-83.74839,59
42.28474,-83.74838,80
42.28474,-83.74837,388
42.28474,-83.74836,318
42.28474,-83.74835,390
42.28474,-83.74834,462
42.28474,-83.74833,97
42.28474,-83.74832,53
42.28474,-83.74831,233
42.28474,-83.7483,518
42.28474,-83.74829,616
42.28474,-83.74828,3213
42.28474,-83.74827,1834
42.28474,-83.74826,374
42.28474,-83.74825,383
42.28474,-83.74824,116
42.28474,-83.74823,5
42.28474,-83.74822,1
42.28474,-83.74821,2
42.28474,-83.74765,2
42.28474,-83.74714,11
42.28474,-83.74713,12
42.28474,-83.74712,101
42.28474,-83.74711,122
42.28474,-83.7471,77
42.28474,-83.74709,199
42.28474,-83.74708,321
42.28474,-83.74707,644
42.28474,-83.74706,1873
42.28474,-83.74705,567
42.28474,-83.74704,242
42.28474,-83.74703,91
42.28474,-83.74702,70
42.28474,-83.74701,4
42.28474,-83.747,8
42.28474,-83.74699,16
42.28474,-83.7466,5
42.28474,-83.74619,2
42.28475,-83.7485,1
42.28475,-83.74844,1
42.28475,-83.74843,2
42.28475,-83.74842,6
42.28475,-83.74841,28
42.28475,-83.7484,35
42.28475,-83.74839,38
42.28475,-83.74838,39
42.28475,-83.74837,264
42.28475,-83.74836,209
42.28475,-83.74835,259
42.28475,-83.74834,323
42.28475,-83.74833,122
42.28475,-83.74832,76
42.28475,-83.74831,62
42.28475,-83.7483,100
42.28475,-83.74829,498
42.28475,-83.74828,1482
42.28475,-83.74827,977
42.28475,-83.74826,289
42.28475,-83.74825,271
42.28475,-83.74824,106
42.28475,-83.74823,4
42.28475,-83.74822,1
42.28475,-83.74821,1
42.28475,-83.74792,3
42.28475,-83.74714,4
42.28475,-83.74713,7
42.28475,-83.74712,66
42.28475,-83.74711,83
42.28475,-83.7471,48
42.28475,-83.74709,125
42.28475,-83.74708,183
42.28475,-83.74707,459
42.28475,-83.74706,1494
42.28475,-83.74705,421
42.28475,-83.74704,200
42.28475,-83.74703,122
42.28475,-83.74702,65
42.28475,-83.74701,7
42.28475,-83.747,4
42.28475,-83.74699,11
42.28475,-83.7466,3
42.28475,-83.74609,12
42.28475,-83.74608,2
42.28475,-83.74605,1
42.28475,-83.74604,2
42.28475,-83.74603,3
42.28475,-83.74602,1
42.28475,-83.74601,3
42.28475,-83.746,1
42.28476,-83.7485,1
42.28476,-83.74844,1
42.28476,-83.74843,2
42.28476,-83.74842,3
42.28476,-83.74841,37
42.28476,-83.7484,50
42.28476,-83.74839,57
42.28476,-83.74838,51
42.28476,-83.74837,321
42.28476,-83.74836,355
42.28476,-83.74835,386
42.28476,-83.74834,541
42.28476,-83.74833,153
42.28476,-83.74832,105
42.28476,-83.74831,119
42.28476,-83.7483,192
42.28476,-83.74829,1185
42.28476,-83.74828,2896
42.28476,-83.74827,1249
42.28476,-83.74826,457
42.28476,-83.74825,176
42.28476,-83.74824,20
42.28476,-83.74823,6
42.28476,-83.74822,2
42.28476,-83.7482,1
42.28476,-83.74819,1
42.28476,-83.74714,7
42.28476,-83.74713,9
42.28476,-83.74712,98
42.28476,-83.74711,130
42.28476,-83.7471,80
42.28476,-83.74709,163
42.28476,-83.74708,269
42.28476,-83.74707,494
42.28476,-83.74706,2013
42.28476,-83.74705,849
42.28476,-83.74704,362
42.28476,-83.74703,173
42.28476,-83.74702,101
42.28476,-83.74701,7
42.28476,-83.747,5
42.28476,-83.74699,11
42.28476,-83.7466,5
42.28476,-83.74632,1
42.28476,-83.7463,1
42.28476,-83.74628,1
42.28476,-83.74627,1
42.28476,-83.74626,1
42.28476,-83.74625,1
42.28476,-83.74623,1
42.28476,-83.74622,1
42.28476,-83.7462,1
42.28476,-83.74619,1
42.28476,-83.74617,1
42.28476,-83.74616,1
42.28476,-83.74615,1
42.28476,-83.74613,1
42.28476,-83.74612,1
42.28476,-83.7461,1
42.28476,-83.74609,127
42.28476,-83.74608,2
42.28476,-83.74607,2
42.28476,-83.74606,4
42.28476,-83.74605,1
42.28476,-83.74603,1
42.28476,-83.74602,1
42.28476,-83.74601,25
42.28476,-83.746,22
42.28476,-83.74599,8
42.28476,-83.74598,2
42.28476,-83.74597,2
42.28476,-83.74596,4
42.28476,-83.74595,1
42.28477,-83.7485,1
42.28477,-83.74848,1
42.28477,-83.74847,2
42.28477,-83.74845,1
42.28477,-83.74844,4
42.28477,-83.74843,3
42.28477,-83.74842,4
42.28477,-83.74841,35
42.28477,-83.7484,58
42.28477,-83.74839,50
42.28477,-83.74838,42
42.28477,-83.74837,270
42.28477,-83.74836,341
42.28477,-83.74835,579
42.28477,-83.74834,770
42.28477,-83.74833,171
42.28477,-83.74832,101
42.28477,-83.74831,239
42.28477,-83.7483,125
42.28477,-83.74829,418
42.28477,-83.74828,1641
42.28477,-83.74827,1897
42.28477,-83.74826,678
42.28477,-83.74825,289
42.28477,-83.74824,17
42.28477,-83.74823,3
42.28477,-83.74822,8
42.28477,-83.74821,1
42.28477,-83.7482,1
42.28477,-83.74819,2
42.28477,-83.74818,3
42.28477,-83.74817,1
42.28477,-83.74816,1
42.28477,-83.74815,1
42.28477,-83.74814,1
42.28477,-83.74813,1
42.28477,-83.74812,1
42.28477,-83.74811,1
42.28477,-83.74726,2
42.28477,-83.74714,4
42.28477,-83.74713,12
42.28477,-83.74712,81
42.28477,-83.74711,121
42.28477,-83.7471,88
42.28477,-83.74709,161
42.28477,-83.74708,98
42.28477,-83.74707,346
42.28477,-83.74706,1668
42.28477,-83.74705,903
42.28477,-83.74704,504
42.28477,-83.74703,217
42.28477,-83.74702,128
42.28477,-83.74701,12
42.28477,-83.747,4
42.28477,-83.74699,10
42.28477,-83.74698,2
42.28477,-83.74697,2
42.28477,-83.74696,2
42.28477,-83.7466,5
42.28477,-83.74645,1
42.28477,-83.74644,1
42.28477,-83.74643,1
42.28477,-83.74641,2
42.28477,-83.74639,1
42.28477,-83.74638,1
42.28477,-83.74637,1
42.28477,-83.74635,1
42.28477,-83.74634,1
42.28477,-83.74632,1
42.28477,-83.74609,44
42.28477,-83.74602,37
42.28477,-83.74601,22
42.28477,-83.74599,2
42.28477,-83.74598,1
42.28477,-83.74597,1
42.28477,-83.74596,3
42.28477,-83.74595,4
42.28477,-83.74594,4
42.28477,-83.74593,20
42.28477,-83.74592,32
42.28477,-83.74591,78
42.28477,-83.7459,337
42.28477,-83.74589,310
42.28478,-83.74882,4
42.28478,-83.7488,4
42.28478,-83.74879,4
42.28478,-83.74877,4
42.28478,-83.74875,4
42.28478,-83.74873,4
42.28478,-83.74872,4
42.28478,-83.7487,4
42.28478,-83.74869,4
42.28478,-83.74867,4
42.28478,-83.74865,1
42.28478,-83.74863,1
42.28478,-83.74862,1
42.28478,-83.7486,2
42.28478,-83.74858,1
42.28478,-83.74857,2
42.28478,-83.74854,2
42.28478,-83.74852,1
42.28478,-83.74851,1
42.28478,-83.7485,3
42.28478,-83.74849,1
42.28478,-83.74843,1
42.28478,-83.74842,3
42.28478,-83.74841,18
42.28478,-83.7484,37
42.28478,-83.74839,32
42.28478,-83.74838,29
42.28478,-83.74837,154
42.28478,-83.74836,269
42.28478,-83.74835,269
42.28478,-83.74834,409
42.28478,-83.74833,140
42.28478,-83.74832,89
42.28478,-83.74831,95
42.28478,-83.7483,56
42.28478,-83.74829,120
42.28478,-83.74828,686
42.28478,-83.74827,366
42.28478,-83.74826,230
42.28478,-83.74825,111
42.28478,-83.74824,11
42.28478,-83.74822,4
42.28478,-83.74821,3
42.28478,-83.74817,1
42.28478,-83.7481,1
42.28478,-83.74809,1
42.28478,-83.74808,1
42.28478,-83.74807,1
42.28478,-83.74806,1
42.28478,-83.74757,2
42.28478,-83.74713,10
42.28478,-83.74712,63
42.28478,-83.74711,79
42.28478,-83.7471,65
42.28478,-83.74709,91
42.28478,-83.74708,56
42.28478,-83.74707,179
42.28478,-83.74706,772
42.28478,-83.74705,435
42.28478,-83.74704,345
42.28478,-83.74703,155
42.28478,-83.74702,140
42.28478,-83.74701,11
42.28478,-83.747,9
42.28478,-83.74699,10
42.28478,-83.74698,2
42.28478,-83.74696,1
42.28478,-83.74695,2
42.28478,-83.74694,1
42.28478,-83.74693,2
42.28478,-83.7467,1
42.28478,-83.74669,2
42.28478,-83.74668,1
42.28478,-83.74667,1
42.28478,-83.74665,2
42.28478,-83.74664,2
42.28478,-83.74663,1
42.28478,-83.74662,1
42.28478,-83.74661,1
42.28478,-83.7466,6
42.28478,-83.74659,5
42.28478,-83.74658,1
42.28478,-83.74657,4
42.28478,-83.74656,1
42.28478,-83.74655,2
42.28478,-83.74654,4
42.28478,-83.74653,1
42.28478,-83.74652,2
42.28478,-83.74651,3
42.28478,-83.7465,2
42.28478,-83.74649,1
42.28478,-83.74648,4
42.28478,-83.74647,1
42.28478,-83.74646,2
42.28478,-83.74645,1
42.28478,-83.74644,1
42.28478,-83.74643,1
42.28478,-83.74642,1
42.28478,-83.74641,2
42.28478,-83.7464,1
42.28478,-83.74639,1
42.28478,-83.74638,2
42.28478,-83.74637,1
42.28478,-83.74636,1
42.28478,-83.74635,2
42.28478,-83.74634,1
42.28478,-83.74633,1
42.28478,-83.74632,2
42.28478,-83.74631,1
42.28478,-83.7463,1
42.28478,-83.74629,1
42.28478,-83.74628,2
42.28478,-83.74627,1
42.28478,-83.74626,1
42.28478,-83.74625,2
42.28478,-83.74624,1
42.28478,-83.74623,1
42.28478,-83.74622,3
42.28478,-83.74621,1
42.28478,-83.7462,1
42.28478,-83.74619,2
42.28478,-83.74618,1
42.28478,-83.74617,1
42.28478,-83.74616,1
42.28478,-83.74615,2
42.28478,-83.74614,1
42.28478,-83.74613,1
42.28478,-83.74612,2
42.28478,-83.74611,2
42.28478,-83.7461,2
42.28478,-83.74609,20
42.28478,-83.74608,2
42.28478,-83.74607,302
42.28478,-83.74606,78
42.28478,-83.74605,8
42.28478,-83.74604,7
42.28478,-83.74603,40
42.28478,-83.74602,22
42.28478,-83.74601,28
42.28478,-83.746,11
42.28478,-83.74599,26
42.28478,-83.74598,32
42.28478,-83.74597,10
42.28478,-83.74596,15
42.28478,-83.74595,7
42.28478,-83.74594,8
42.28478,-83.74593,53
42.28478,-83.74592,67
42.28478,-83.74591,100
42.28478,-83.7459,209
42.28478,-83.74589,201
42.28478,-83.74588,356
42.28478,-83.74587,590
42.28478,-83.74586,807
42.28478,-83.74585,209
42.28478,-83.74584,258
42.28479,-83.74884,1
42.28479,-83.74883,1
42.28479,-83.74882,1
42.28479,-83.74881,1
42.28479,-83.74879,1
42.28479,-83.74873,1
42.28479,-83.74872,1
42.28479,-83.74871,1
42.28479,-83.7487,1
42.28479,-83.74869,1
42.28479,-83.74868,1
42.28479,-83.74866,6
42.28479,-83.74864,4
42.28479,-83.74863,5
42.28479,-83.74862,4
42.28479,-83.7486,4
42.28479,-83.74859,4
42.28479,-83.74858,4
42.28479,-83.74855,1
42.28479,-83.7485,1
42.28479,-83.74844,2
42.28479,-83.74843,1
42.28479,-83.74842,3
42.28479,-83.74841,32
42.28479,-83.7484,43
42.28479,-83.74839,41
42.28479,-83.74838,43
42.28479,-83.74837,198
42.28479,-83.74836,234
42.28479,-83.74835,378
42.28479,-83.74834,770
42.28479,-83.74833,200
42.28479,-83.74832,174
42.28479,-83.74831,181
42.28479,-83.7483,83
42.28479,-83.74829,158
42.28479,-83.74828,789
42.28479,-83.74827,536
42.28479,-83.74826,316
42.28479,-83.74825,221
42.28479,-83.74824,24
42.28479,-83.74823,6
42.28479,-83.74822,4
42.28479,-83.74821,8
42.28479,-83.7482,6
42.28479,-83.74819,1
42.28479,-83.74817,1
42.28479,-83.74816,1
42.28479,-83.74815,1
42.28479,-83.74805,1
42.28479,-83.74804,1
42.28479,-83.74803,1
42.28479,-83.74802,2
42.28479,-83.748,1
42.28479,-83.74799,2
42.28479,-83.74756,2
42.28479,-83.74713,19
42.28479,-83.74712,93
42.28479,-83.74711,102
42.28479,-83.7471,109
42.28479,-83.74709,126
42.28479,-83.74708,75
42.28479,-83.74707,169
42.28479,-83.74706,743
42.28479,-83.74705,545
42.28479,-83.74704,548
42.28479,-83.74703,337
42.28479,-83.74702,336
42.28479,-83.74701,37
42.28479,-83.747,19
42.28479,-83.74699,30
42.28479,-83.74698,6
42.28479,-83.74697,6
42.28479,-83.74696,7
42.28479,-83.74695,2
42.28479,-83.74694,4
42.28479,-83.74693,1
42.28479,-83.74692,2
42.28479,-83.74691,2
42.28479,-83.7469,1
42.28479,-83.74689,4
42.28479,-83.74688,1
42.28479,-83.74687,2
42.28479,-83.74686,4
42.28479,-83.74685,1
42.28479,-83.74684,2
42.28479,-83.74683,5
42.28479,-83.74682,2
42.28479,-83.74681,2
42.28479,-83.7468,5
42.28479,-83.74679,3
42.28479,-83.74678,2
42.28479,-83.74677,4
42.28479,-83.74676,1
42.28479,-83.74675,2
42.28479,-83.74674,2
42.28479,-83.74673,4
42.28479,-83.74672,2
42.28479,-83.74671,2
42.28479,-83.7467,3
42.28479,-83.74669,1
42.28479,-83.74667,3
42.28479,-83.74666,2
42.28479,-83.74664,2
42.28479,-83.74662,1
42.28479,-83.74661,1
42.28479,-83.7466,2
42.28479,-83.74659,6
42.28479,-83.74658,1
42.28479,-83.74657,2
42.28479,-83.74656,1
42.28479,-83.74655,1
42.28479,-83.74654,2
42.28479,-83.74652,1
42.28479,-83.74651,2
42.28479,-83.7465,1
42.28479,-83.74649,1
42.28479,-83.74648,1
42.28479,-83.74647,1
42.28479,-83.74646,1
42.28479,-83.74645,1
42.28479,-83.74644,2
42.28479,-83.74643,1
42.28479,-83.74641,2
42.28479,-83.7464,1
42.28479,-83.74639,1
42.28479,-83.74638,2
42.28479,-83.74637,1
42.28479,-83.74636,1
42.28479,-83.74635,2
42.28479,-83.74634,2
42.28479,-83.74633,1
42.28479,-83.74632,4
42.28479,-83.74631,2
42.28479,-83.7463,2
42.28479,-83.74629,2
42.28479,-83.74628,6
42.28479,-83.74627,2
42.28479,-83.74626,2
42.28479,-83.74625,5
42.28479,-83.74624,4
42.28479,-83.74623,5
42.28479,-83.74622,17
42.28479,-83.74621,8
42.28479,-83.7462,6
42.28479,-83.74619,21
42.28479,-83.74618,10
42.28479,-83.74617,9
42.28479,-83.74616,9
42.28479,-83.74615,18
42.28479,-83.74614,11
42.28479,-83.74613,7
42.28479,-83.74612,22
42.28479,-83.74611,9
42.28479,-83.7461,17
42.28479,-83.74609,54
42.28479,-83.74608,23
42.28479,-83.74607,166
42.28479,-83.74606,1023
42.28479,-83.74605,262
42.28479,-83.74604,76
42.28479,-83.74603,1418
42.28479,-83.74602,542
42.28479,-83.74601,286
42.28479,-83.746,387
42.28479,-83.74599,177
42.28479,-83.74598,343
42.28479,-83.74597,62
42.28479,-83.74596,145
42.28479,-83.74595,91
42.28479,-83.74594,119
42.28479,-83.74593,322
42.28479,-83.74592,142
42.28479,-83.74591,121
42.28479,-83.7459,265
42.28479,-83.74589,303
42.28479,-83.74588,523
42.28479,-83.74587,891
42.28479,-83.74586,1294
42.28479,-83.74585,347
42.28479,-83.74584,397
42.28479,-83.74583,1319
42.28479,-83.74582,496
42.28479,-83.74581,268
42.28479,-83.7458,269
42.28479,-83.74579,143
42.2848,-83.74892,2
42.2848,-83.7489,1
42.2848,-83.74889,1
42.2848,-83.74888,1
42.2848,-83.74887,1
42.2848,-83.74886,1
42.2848,-83.74885,1
42.2848,-83.74878,1
42.2848,-83.74877,1
42.2848,-83.74876,1
42.2848,-83.74875,1
42.2848,-83.74874,1
42.2848,-83.74857,4
42.2848,-83.74855,4
42.2848,-83.74854,4
42.2848,-83.74853,4
42.2848,-83.74844,1
42.2848,-83.74843,2
42.2848,-83.74842,1
42.2848,-83.74841,17
42.2848,-83.7484,26
42.2848,-83.74839,34
42.2848,-83.74838,20
42.2848,-83.74837,120
42.2848,-83.74836,146
42.2848,-83.74835,220
42.2848,-83.74834,397
42.2848,-83.74833,131
42.2848,-83.74832,121
42.2848,-83.74831,167
42.2848,-83.7483,46
42.2848,-83.74829,112
42.2848,-83.74828,478
42.2848,-83.74827,277
42.2848,-83.74826,246
42.2848,-83.74825,176
42.2848,-83.74824,22
42.2848,-83.74823,9
42.2848,-83.74822,4
42.2848,-83.74819,5
42.2848,-83.74818,4
42.2848,-83.74817,1
42.2848,-83.74815,1
42.2848,-83.74814,1
42.2848,-83.74798,1
42.2848,-83.74796,1
42.2848,-83.74766,2
42.2848,-83.74714,1
42.2848,-83.74713,21
42.2848,-83.74712,60
42.2848,-83.74711,49
42.2848,-83.7471,83
42.2848,-83.74709,69
42.2848,-83.74708,41
42.2848,-83.74707,86
42.2848,-83.74706,326
42.2848,-83.74705,231
42.2848,-83.74704,299
42.2848,-83.74703,294
42.2848,-83.74702,304
42.2848,-83.74701,106
42.2848,-83.747,38
42.2848,-83.74699,29
42.2848,-83.74698,14
42.2848,-83.74697,11
42.2848,-83.74696,14
42.2848,-83.74695,1
42.2848,-83.74694,2
42.2848,-83.74693,6
42.2848,-83.74692,2
42.2848,-83.74691,3
42.2848,-83.7469,2
42.2848,-83.74689,3
42.2848,-83.74688,1
42.2848,-83.74687,1
42.2848,-83.74686,2
42.2848,-83.74685,1
42.2848,-83.74684,1
42.2848,-83.74683,2
42.2848,-83.74682,1
42.2848,-83.74681,1
42.2848,-83.7468,2
42.2848,-83.74679,2
42.2848,-83.74678,2
42.2848,-83.74677,3
42.2848,-83.74676,2
42.2848,-83.74675,2
42.2848,-83.74674,2
42.2848,-83.74673,2
42.2848,-83.74672,1
42.2848,-83.74671,1
42.2848,-83.7467,2
42.2848,-83.74668,1
42.2848,-83.74667,3
42.2848,-83.74666,1
42.2848,-83.74665,1
42.2848,-83.74664,2
42.2848,-83.74663,1
42.2848,-83.74662,1
42.2848,-83.74661,1
42.2848,-83.7466,1
42.2848,-83.74659,1
42.2848,-83.74658,6
42.2848,-83.74657,2
42.2848,-83.74655,1
42.2848,-83.74654,2
42.2848,-83.74652,1
42.2848,-83.74651,2
42.2848,-83.7465,1
42.2848,-83.74648,2
42.2848,-83.74647,2
42.2848,-83.74646,2
42.2848,-83.74645,3
42.2848,-83.74644,8
42.2848,-83.74643,6
42.2848,-83.74642,6
42.2848,-83.74641,12
42.2848,-83.7464,7
42.2848,-83.74639,7
42.2848,-83.74638,18
42.2848,-83.74637,13
42.2848,-83.74636,41
42.2848,-83.74635,8
42.2848,-83.74634,9
42.2848,-83.74633,8
42.2848,-83.74632,26
42.2848,-83.74631,9
42.2848,-83.7463,14
42.2848,-83.74629,15
42.2848,-83.74628,30
42.2848,-83.74627,16
42.2848,-83.74626,19
42.2848,-83.74625,34
42.2848,-83.74624,13
42.2848,-83.74623,17
42.2848,-83.74622,63
42.2848,-83.74621,21
42.2848,-83.7462,16
42.2848,-83.74619,31
42.2848,-83.74618,17
42.2848,-83.74617,20
42.2848,-83.74616,25
42.2848,-83.74615,48
42.2848,-83.74614,25
42.2848,-83.74613,25
42.2848,-83.74612,234
42.2848,-83.74611,292
42.2848,-83.7461,166
42.2848,-83.74609,292
42.2848,-83.74608,70
42.2848,-83.74607,129
42.2848,-83.74606,788
42.2848,-83.74605,154
42.2848,-83.74604,358
42.2848,-83.74603,1236
42.2848,-83.74602,686
42.2848,-83.74601,1056
42.2848,-83.746,271
42.2848,-83.74599,674
42.2848,-83.74598,349
42.2848,-83.74597,282
42.2848,-83.74596,294
42.2848,-83.74595,167
42.2848,-83.74594,124
42.2848,-83.74593,202
42.2848,-83.74592,91
42.2848,-83.74591,93
42.2848,-83.7459,224
42.2848,-83.74589,233
42.2848,-83.74588,383
42.2848,-83.74587,632
42.2848,-83.74586,950
42.2848,-83.74585,261
42.2848,-83.74584,298
42.2848,-83.74583,933
42.2848,-83.74582,348
42.2848,-83.74581,238
42.2848,-83.7458,251
42.2848,-83.74579,142
42.2848,-83.74578,126
42.2848,-83.74577,225
42.2848,-83.74576,83
42.2848,-83.74575,85
42.2848,-83.74574,232
42.28481,-83.74852,4
42.28481,-83.7485,10
42.28481,-83.74849,4
42.28481,-83.74847,8
42.28481,-83.74844,1
42.28481,-83.74843,4
42.28481,-83.74842,3
42.28481,-83.74841,25
42.28481,-83.7484,36
42.28481,-83.74839,49
42.28481,-83.74838,47
42.28481,-83.74837,156
42.28481,-83.74836,202
42.28481,-83.74835,313
42.28481,-83.74834,553
42.28481,-83.74833,222
42.28481,-83.74832,200
42.28481,-83.74831,334
42.28481,-83.7483,106
42.28481,-83.74829,142
42.28481,-83.74828,726
42.28481,-83.74827,381
42.28481,-83.74826,340
42.28481,-83.74825,334
42.28481,-83.74824,68
42.28481,-83.74823,30
42.28481,-83.74822,15
42.28481,-83.74821,4
42.28481,-83.74818,6
42.28481,-83.74817,5
42.28481,-83.74816,2
42.28481,-83.74815,3
42.28481,-83.74814,3
42.28481,-83.74813,2
42.28481,-83.74812,1
42.28481,-83.74796,1
42.28481,-83.74795,1
42.28481,-83.74794,1
42.28481,-83.74793,1
42.28481,-83.74792,1
42.28481,-83.74715,7
42.28481,-83.74714,24
42.28481,-83.74713,27
42.28481,-83.74712,74
42.28481,-83.74711,61
42.28481,-83.7471,110
42.28481,-83.74709,129
42.28481,-83.74708,50
42.28481,-83.74707,117
42.28481,-83.74706,320
42.28481,-83.74705,234
42.28481,-83.74704,324
42.28481,-83.74703,368
42.28481,-83.74702,649
42.28481,-83.74701,231
42.28481,-83.747,186
42.28481,-83.74699,195
42.28481,-83.74698,48
42.28481,-83.74697,45
42.28481,-83.74696,56
42.28481,-83.74695,25
42.28481,-83.74694,26
42.28481,-83.74693,44
42.28481,-83.74692,19
42.28481,-83.74691,15
42.28481,-83.7469,16
42.28481,-83.74689,28
42.28481,-83.74688,11
42.28481,-83.74687,9
42.28481,-83.74686,21
42.28481,-83.74685,11
42.28481,-83.74684,7
42.28481,-83.74683,19
42.28481,-83.74682,8
42.28481,-83.74681,8
42.28481,-83.7468,20
42.28481,-83.74679,9
42.28481,-83.74678,9
42.28481,-83.74677,21
42.28481,-83.74676,11
42.28481,-83.74675,14
42.28481,-83.74674,14
42.28481,-83.74673,25
42.28481,-83.74672,16
42.28481,-83.74671,13
